Year,Month,State,Data Status,Category,Revenue,MW,Customers,Price
2021,8,MI,Preliminary,Industrial,190786.56,2373212.3,5775,8.04
2021,8,MI,Preliminary,Transportation,33.09,255.74,2,12.94
2021,8,MI,Preliminary,Other,,,,
2021,8,MN,Preliminary,Residential,317338.1,2278008.0,2506690,13.93
2021,8,MN,Preliminary,Commercial,246100.98,2088895.5,305507,11.78
2021,8,MN,Preliminary,Industrial,158008.23,1805039.7,9280,8.75
2021,8,MN,Preliminary,Transportation,218.65,1743.17,1,12.54
2021,8,MN,Preliminary,Other,,,,
2021,8,MO,Preliminary,Residential,513243.87,3884900.4,2832312,13.21
2021,8,MO,Preliminary,Commercial,310658.31,2892929.4,393509,10.74
2021,8,MO,Preliminary,Industrial,97336.79,1206471.8,9862,8.07
2021,8,MO,Preliminary,Transportation,186.8,1614.42,2,11.57
2021,8,MO,Preliminary,Other,,,,
2021,8,MS,Preliminary,Residential,237195.99,2032067.2,1333030,11.67
2021,8,MS,Preliminary,Commercial,150569.54,1391888.9,241587,10.82
2021,8,MS,Preliminary,Industrial,88440.3,1429270.8,11266,6.19
2021,8,MS,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,MS,Preliminary,Other,,,,
2021,8,MT,Preliminary,Residential,54734.52,470473.54,532059,11.63
2021,8,MT,Preliminary,Commercial,46468.46,437611.76,112892,10.62
2021,8,MT,Preliminary,Industrial,29554.92,404730.86,13901,7.3
2021,8,MT,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,MT,Preliminary,Other,,,,
2021,8,NC,Preliminary,Residential,740831.73,6421225.7,4817442,11.54
2021,8,NC,Preliminary,Commercial,425705.36,4870000.2,737165,8.74
2021,8,NC,Preliminary,Industrial,176318.33,2632461.5,9952,6.7
2021,8,NC,Preliminary,Transportation,102.35,1335.94,1,7.66
2021,8,NC,Preliminary,Other,,,,
2021,8,ND,Preliminary,Residential,46234.42,386218.06,390461,11.97
2021,8,ND,Preliminary,Commercial,54050.49,571142.65,77211,9.46
2021,8,ND,Preliminary,Industrial,66581.69,946370.5,9010,7.04
2021,8,ND,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,ND,Preliminary,Other,,,,
2021,8,NE,Preliminary,Residential,118463.38,1017985.1,875580,11.64
2021,8,NE,Preliminary,Commercial,83107.28,904815.73,158014,9.19
2021,8,NE,Preliminary,Industrial,95791.99,1311298.9,64581,7.31
2021,8,NE,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,NE,Preliminary,Other,,,,
2021,8,NH,Preliminary,Residential,92994.21,474721.44,639338,19.59
2021,8,NH,Preliminary,Commercial,63714.13,401319.18,110292,15.88
2021,8,NH,Preliminary,Industrial,25690.57,192287.87,3192,13.36
2021,8,NH,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,NH,Preliminary,Other,,,,
2021,8,NJ,Preliminary,Residential,631508.18,3762485.0,3666607,16.78
2021,8,NJ,Preliminary,Commercial,478794.07,3589887.8,530536,13.34
2021,8,NJ,Preliminary,Industrial,67701.91,595741.29,11504,11.36
2021,8,NJ,Preliminary,Transportation,1456.17,21647.9,6,6.73
2021,8,NJ,Preliminary,Other,,,,
2021,8,NM,Preliminary,Residential,112719.05,775761.69,900480,14.53
2021,8,NM,Preliminary,Commercial,99954.08,846254.46,145044,11.81
2021,8,NM,Preliminary,Industrial,57004.18,890080.82,9317,6.4
2021,8,NM,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,NM,Preliminary,Other,,,,
2021,8,NV,Preliminary,Residential,211687.5,1926779.3,1251948,10.99
2021,8,NV,Preliminary,Commercial,109211.2,1345637.6,171971,8.12
2021,8,NV,Preliminary,Industrial,91373.76,1161671.8,3389,7.87
2021,8,NV,Preliminary,Transportation,49.57,685.63,1,7.23
2021,8,NV,Preliminary,Other,,,,
2021,8,NY,Preliminary,Residential,1132715.7,5686098.0,7281864,19.92
2021,8,NY,Preliminary,Commercial,1230724.3,6612404.5,1161346,18.61
2021,8,NY,Preliminary,Industrial,104430.77,1453314.1,7199,7.19
2021,8,NY,Preliminary,Transportation,26901.4,198301.23,8,13.57
2021,8,NY,Preliminary,Other,,,,
2021,8,OH,Preliminary,Residential,742161.46,5669251.6,5014793,13.09
2021,8,OH,Preliminary,Commercial,426420.04,4390593.2,641134,9.71
2021,8,OH,Preliminary,Industrial,301987.5,4540654.1,19527,6.65
2021,8,OH,Preliminary,Transportation,300.96,2751.34,2,10.94
2021,8,OH,Preliminary,Other,,,,
2021,8,OK,Preliminary,Residential,318535.83,2786332.4,1827072,11.43
2021,8,OK,Preliminary,Commercial,193726.81,2069607.1,295127,9.36
2021,8,OK,Preliminary,Industrial,115425.14,1926835.5,19559,5.99
2021,8,OK,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,OK,Preliminary,Other,,,,
2021,8,OR,Preliminary,Residential,189985.55,1648600.0,1810881,11.52
2021,8,OR,Preliminary,Commercial,135523.0,1491272.9,245754,9.09
2021,8,OR,Preliminary,Industrial,89145.0,1399841.3,25703,6.37
2021,8,OR,Preliminary,Transportation,179.31,1839.82,2,9.75
2021,8,OR,Preliminary,Other,,,,
2021,8,PA,Preliminary,Residential,773009.43,5564915.0,5474594,13.89
2021,8,PA,Preliminary,Commercial,321793.08,3583304.2,723157,8.98
2021,8,PA,Preliminary,Industrial,308151.25,4563373.6,14767,6.75
2021,8,PA,Preliminary,Transportation,2345.38,37194.31,5,6.31
2021,8,PA,Preliminary,Other,,,,
2021,8,RI,Preliminary,Residential,74602.69,366567.99,452898,20.35
2021,8,RI,Preliminary,Commercial,54378.66,359693.61,60687,15.12
2021,8,RI,Preliminary,Industrial,9567.76,60592.82,1653,15.79
2021,8,RI,Preliminary,Transportation,286.87,1580.44,1,18.15
2021,8,RI,Preliminary,Other,,,,
2021,8,SC,Preliminary,Residential,455714.67,3460784.4,2436860,13.17
2021,8,SC,Preliminary,Commercial,240979.36,2222086.7,401338,10.84
2021,8,SC,Preliminary,Industrial,161416.32,2460282.0,3746,6.56
2021,8,SC,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,SC,Preliminary,Other,,,,
2021,8,SD,Preliminary,Residential,58900.87,459248.87,415080,12.83
2021,8,SD,Preliminary,Commercial,47004.72,450430.61,75639,10.44
2021,8,SD,Preliminary,Industrial,24690.25,303512.94,4243,8.13
2021,8,SD,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,SD,Preliminary,Other,,,,
2021,8,TN,Preliminary,Residential,504350.48,4492214.3,2973789,11.23
2021,8,TN,Preliminary,Commercial,386509.47,3503336.4,513719,11.03
2021,8,TN,Preliminary,Industrial,114208.67,1964668.1,1018,5.81
2021,8,TN,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,TN,Preliminary,Other,,,,
2021,8,TX,Preliminary,Residential,2209507.6,18444689.0,12044069,11.98
2021,8,TX,Preliminary,Commercial,1172396.9,14608367.0,1569340,8.03
2021,8,TX,Preliminary,Industrial,652385.04,10997604.0,300808,5.93
2021,8,TX,Preliminary,Transportation,974.89,15446.0,3,6.31
2021,8,TX,Preliminary,Other,,,,
2021,8,UT,Preliminary,Residential,127909.76,1161654.9,1154927,11.01
2021,8,UT,Preliminary,Commercial,96793.62,1162838.8,136556,8.32
2021,8,UT,Preliminary,Industrial,55618.01,842972.84,10030,6.6
2021,8,UT,Preliminary,Transportation,470.29,4152.54,1,11.33
2021,8,UT,Preliminary,Other,,,,
2021,8,VA,Preliminary,Residential,585570.95,4531627.0,3565598,12.92
2021,8,VA,Preliminary,Commercial,466535.82,5771623.6,442973,8.08
2021,8,VA,Preliminary,Industrial,116461.79,1714934.6,3737,6.79
2021,8,VA,Preliminary,Transportation,1553.58,19061.37,1,8.15
2021,8,VA,Preliminary,Other,,,,
2021,8,VT,Preliminary,Residential,38742.15,202649.57,318618,19.12
2021,8,VT,Preliminary,Commercial,29274.84,180154.74,60120,16.25
2021,8,VT,Preliminary,Industrial,14063.82,123466.27,242,11.39
2021,8,VT,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,VT,Preliminary,Other,,,,
2021,8,WA,Preliminary,Residential,283844.07,2762760.2,3231472,10.27
2021,8,WA,Preliminary,Commercial,226268.52,2479701.0,399248,9.12
2021,8,WA,Preliminary,Industrial,117577.14,1931308.0,27438,6.09
2021,8,WA,Preliminary,Transportation,853.91,8729.94,5,9.78
2021,8,WA,Preliminary,Other,,,,
2021,8,WI,Preliminary,Residential,337543.76,2335097.0,2761525,14.46
2021,8,WI,Preliminary,Commercial,249917.98,2242527.0,360944,11.14
2021,8,WI,Preliminary,Industrial,177556.47,2178375.4,5714,8.15
2021,8,WI,Preliminary,Transportation,14.02,89.9,2,15.59
2021,8,WI,Preliminary,Other,,,,
2021,8,WV,Preliminary,Residential,117814.29,964066.7,862095,12.22
2021,8,WV,Preliminary,Commercial,61338.56,669308.0,148702,9.16
2021,8,WV,Preliminary,Industrial,77860.31,1277066.2,11312,6.1
2021,8,WV,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,WV,Preliminary,Other,,,,
2021,8,WY,Preliminary,Residential,25391.98,217948.02,279324,11.65
2021,8,WY,Preliminary,Commercial,28401.37,301362.75,58587,9.42
2021,8,WY,Preliminary,Industrial,52541.98,812112.39,11748,6.47
2021,8,WY,Preliminary,Transportation,0.0,0.0,0,0.0
2021,8,WY,Preliminary,Other,,,,
2021,7,AK,Preliminary,Residential,33609.57,143507.42,293931,23.42
2021,7,AK,Preliminary,Commercial,40183.32,201242.49,56476,19.97
2021,7,AK,Preliminary,Industrial,17754.35,107495.59,1144,16.52
2021,7,AK,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,AK,Preliminary,Other,,,,
2021,7,AL,Preliminary,Residential,438961.08,3288533.5,2307227,13.35
2021,7,AL,Preliminary,Commercial,261052.39,2129892.4,373572,12.26
2021,7,AL,Preliminary,Industrial,193347.9,2800664.1,8007,6.9
2021,7,AL,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,AL,Preliminary,Other,,,,
2021,7,AR,Preliminary,Residential,220139.39,1927591.0,1439925,11.42
2021,7,AR,Preliminary,Commercial,107716.17,1130909.8,202244,9.52
2021,7,AR,Preliminary,Industrial,114548.8,1673548.6,39906,6.84
2021,7,AR,Preliminary,Transportation,3.0,23.0,1,13.04
2021,7,AR,Preliminary,Other,,,,
2021,7,AZ,Preliminary,Residential,611879.86,4839365.4,2928647,12.64
2021,7,AZ,Preliminary,Commercial,350392.96,3146804.3,334166,11.13
2021,7,AZ,Preliminary,Industrial,96151.21,1230758.4,7382,7.81
2021,7,AZ,Preliminary,Transportation,110.95,952.1,2,11.65
2021,7,AZ,Preliminary,Other,,,,
2021,7,CA,Preliminary,Residential,2433803.2,10836303.0,13860897,22.46
2021,7,CA,Preliminary,Commercial,2230114.9,10680667.0,1753040,20.88
2021,7,CA,Preliminary,Industrial,773593.88,4441731.0,144934,17.42
2021,7,CA,Preliminary,Transportation,5567.9,50026.6,12,11.13
2021,7,CA,Preliminary,Other,,,,
2021,7,CO,Preliminary,Residential,303321.56,2256117.8,2393968,13.44
2021,7,CO,Preliminary,Commercial,232758.42,1983954.2,385294,11.73
2021,7,CO,Preliminary,Industrial,123008.75,1434696.4,14794,8.57
2021,7,CO,Preliminary,Transportation,769.86,7397.49,1,10.41
2021,7,CO,Preliminary,Other,,,,
2021,7,CT,Preliminary,Residential,279982.35,1270273.4,1532051,22.04
2021,7,CT,Preliminary,Commercial,175184.19,992499.32,155832,17.65
2021,7,CT,Preliminary,Industrial,31369.39,236054.29,4045,13.29
2021,7,CT,Preliminary,Transportation,1385.81,12582.08,3,11.01
2021,7,CT,Preliminary,Other,,,,
2021,7,DC,Preliminary,Residential,36170.93,280169.05,298534,12.91
2021,7,DC,Preliminary,Commercial,91501.92,709865.09,26776,12.89
2021,7,DC,Preliminary,Industrial,2675.85,34312.18,1,7.8
2021,7,DC,Preliminary,Transportation,2231.2,24088.65,3,9.26
2021,7,DC,Preliminary,Other,,,,
2021,7,DE,Preliminary,Residential,66348.45,558330.12,450087,11.88
2021,7,DE,Preliminary,Commercial,38681.83,412800.82,58217,9.37
2021,7,DE,Preliminary,Industrial,15799.53,209545.2,820,7.54
2021,7,DE,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,DE,Preliminary,Other,,,,
2021,7,FL,Preliminary,Residential,1582477.0,13314351.0,9931832,11.89
2021,7,FL,Preliminary,Commercial,830935.5,8927758.4,1271931,9.31
2021,7,FL,Preliminary,Industrial,120118.6,1557674.9,24488,7.71
2021,7,FL,Preliminary,Transportation,512.17,6131.93,2,8.35
2021,7,FL,Preliminary,Other,,,,
2021,7,GA,Preliminary,Residential,853393.74,6296238.3,4568803,13.55
2021,7,GA,Preliminary,Commercial,485745.63,4427703.1,597323,10.97
2021,7,GA,Preliminary,Industrial,218433.29,2938644.7,24737,7.43
2021,7,GA,Preliminary,Transportation,909.64,11907.21,1,7.64
2021,7,GA,Preliminary,Other,,,,
2021,7,HI,Preliminary,Residential,86200.87,259372.24,448028,33.23
2021,7,HI,Preliminary,Commercial,75882.39,244833.91,59998,30.99
2021,7,HI,Preliminary,Industrial,80781.94,299256.6,806,26.99
2021,7,HI,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,HI,Preliminary,Other,,,,
2021,7,IA,Preliminary,Residential,219512.3,1525052.4,1421474,14.39
2021,7,IA,Preliminary,Commercial,131626.67,1127827.9,246011,11.67
2021,7,IA,Preliminary,Industrial,185263.48,2230428.7,8559,8.31
2021,7,IA,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,IA,Preliminary,Other,,,,
2021,7,ID,Preliminary,Residential,98494.87,946090.6,804090,10.41
2021,7,ID,Preliminary,Commercial,51205.97,640478.26,117267,8.0
2021,7,ID,Preliminary,Industrial,87978.57,1272505.5,29114,6.91
2021,7,ID,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,ID,Preliminary,Other,,,,
2021,7,IL,Preliminary,Residential,647657.95,5084096.6,5345876,12.74
2021,7,IL,Preliminary,Commercial,413219.85,4394697.8,632362,9.4
2021,7,IL,Preliminary,Industrial,265659.09,3763910.0,5593,7.06
2021,7,IL,Preliminary,Transportation,2570.97,41081.6,3,6.26
2021,7,IL,Preliminary,Other,,,,
2021,7,IN,Preliminary,Residential,448558.25,3339710.3,2912060,13.43
2021,7,IN,Preliminary,Commercial,253971.07,2221928.6,366223,11.43
2021,7,IN,Preliminary,Industrial,285584.41,3795369.7,19099,7.52
2021,7,IN,Preliminary,Transportation,156.15,1547.0,1,10.09
2021,7,IN,Preliminary,Other,,,,
2021,7,KS,Preliminary,Residential,205008.92,1569013.1,1301673,13.07
2021,7,KS,Preliminary,Commercial,160715.03,1493003.9,244688,10.76
2021,7,KS,Preliminary,Industrial,76081.91,1017503.0,24976,7.48
2021,7,KS,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,KS,Preliminary,Other,,,,
2021,7,KY,Preliminary,Residential,310202.3,2674839.5,1998288,11.6
2021,7,KY,Preliminary,Commercial,195175.84,1818086.5,317635,10.74
2021,7,KY,Preliminary,Industrial,155505.23,2566394.7,5921,6.06
2021,7,KY,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,KY,Preliminary,Other,,,,
2021,7,LA,Preliminary,Residential,358149.31,3281952.0,2143124,10.91
2021,7,LA,Preliminary,Commercial,213145.86,2192396.7,298261,9.72
2021,7,LA,Preliminary,Industrial,207484.87,3294710.1,20195,6.3
2021,7,LA,Preliminary,Transportation,98.9,917.31,1,10.78
2021,7,LA,Preliminary,Other,,,,
2021,7,MA,Preliminary,Residential,460717.3,2012427.7,2860482,22.89
2021,7,MA,Preliminary,Commercial,385501.85,2148765.7,434635,17.94
2021,7,MA,Preliminary,Industrial,89084.89,573173.56,10880,15.54
2021,7,MA,Preliminary,Transportation,1601.93,25388.82,2,6.31
2021,7,MA,Preliminary,Other,,,,
2021,7,MD,Preliminary,Residential,377700.14,2910450.3,2410994,12.98
2021,7,MD,Preliminary,Commercial,268533.15,2701845.5,258105,9.94
2021,7,MD,Preliminary,Industrial,27938.04,339459.75,8977,8.23
2021,7,MD,Preliminary,Transportation,2937.3,39518.69,5,7.43
2021,7,MD,Preliminary,Other,,,,
2021,7,ME,Preliminary,Residential,70429.08,429926.65,703271,16.38
2021,7,ME,Preliminary,Commercial,43170.5,345522.07,94498,12.49
2021,7,ME,Preliminary,Industrial,20525.2,222203.72,2371,9.24
2021,7,ME,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,ME,Preliminary,Other,,,,
2021,7,MI,Preliminary,Residential,654597.43,3678610.2,4464031,17.79
2021,7,MI,Preliminary,Commercial,426685.09,3500660.5,552993,12.19
2021,7,MI,Preliminary,Industrial,183924.12,2300333.2,5775,8.0
2021,7,MI,Preliminary,Transportation,33.15,260.53,2,12.72
2021,7,MI,Preliminary,Other,,,,
2021,7,MN,Preliminary,Residential,321422.82,2298438.6,2501740,13.98
2021,7,MN,Preliminary,Commercial,252471.41,2109873.3,305527,11.97
2021,7,MN,Preliminary,Industrial,159507.38,1822583.4,9196,8.75
2021,7,MN,Preliminary,Transportation,195.84,1809.45,1,10.82
2021,7,MN,Preliminary,Other,,,,
2021,7,MO,Preliminary,Residential,491861.07,3723777.6,2836092,13.21
2021,7,MO,Preliminary,Commercial,299247.52,2791862.8,393109,10.72
2021,7,MO,Preliminary,Industrial,96369.2,1201559.9,9870,8.02
2021,7,MO,Preliminary,Transportation,198.32,1825.35,2,10.86
2021,7,MO,Preliminary,Other,,,,
2021,7,MS,Preliminary,Residential,225915.11,1939708.3,1329784,11.65
2021,7,MS,Preliminary,Commercial,143704.12,1338951.8,238842,10.73
2021,7,MS,Preliminary,Industrial,87043.74,1426664.5,10943,6.1
2021,7,MS,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,MS,Preliminary,Other,,,,
2021,7,MT,Preliminary,Residential,57288.57,495416.1,530875,11.56
2021,7,MT,Preliminary,Commercial,47832.47,452706.88,112783,10.57
2021,7,MT,Preliminary,Industrial,31984.1,412355.78,13785,7.76
2021,7,MT,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,MT,Preliminary,Other,,,,
2021,7,NC,Preliminary,Residential,706366.09,6112493.3,4807600,11.56
2021,7,NC,Preliminary,Commercial,415488.11,4706881.0,736311,8.83
2021,7,NC,Preliminary,Industrial,175450.64,2583024.9,9909,6.79
2021,7,NC,Preliminary,Transportation,104.04,1386.91,1,7.5
2021,7,NC,Preliminary,Other,,,,
2021,7,ND,Preliminary,Residential,48942.47,400272.85,390030,12.23
2021,7,ND,Preliminary,Commercial,56425.89,574589.15,77169,9.82
2021,7,ND,Preliminary,Industrial,67682.8,949258.66,9018,7.13
2021,7,ND,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,ND,Preliminary,Other,,,,
2021,7,NE,Preliminary,Residential,125191.86,1076673.4,872821,11.63
2021,7,NE,Preliminary,Commercial,80138.88,851451.03,158051,9.41
2021,7,NE,Preliminary,Industrial,96527.81,1262440.2,64223,7.65
2021,7,NE,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,NE,Preliminary,Other,,,,
2021,7,NH,Preliminary,Residential,87533.27,459455.44,639161,19.05
2021,7,NH,Preliminary,Commercial,59872.59,368115.51,110188,16.26
2021,7,NH,Preliminary,Industrial,22492.66,160108.41,3181,14.05
2021,7,NH,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,NH,Preliminary,Other,,,,
2021,7,NJ,Preliminary,Residential,643964.88,3790727.0,3669037,16.99
2021,7,NJ,Preliminary,Commercial,467503.97,3443401.1,529921,13.58
2021,7,NJ,Preliminary,Industrial,65940.02,582502.22,11541,11.32
2021,7,NJ,Preliminary,Transportation,1489.68,21706.33,6,6.86
2021,7,NJ,Preliminary,Other,,,,
2021,7,NM,Preliminary,Residential,112571.78,776684.36,900636,14.49
2021,7,NM,Preliminary,Commercial,100432.49,849601.7,144866,11.82
2021,7,NM,Preliminary,Industrial,56567.96,891598.2,9311,6.34
2021,7,NM,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,NM,Preliminary,Other,,,,
2021,7,NV,Preliminary,Residential,232068.13,2137071.2,1252840,10.86
2021,7,NV,Preliminary,Commercial,117082.28,1392145.2,171480,8.41
2021,7,NV,Preliminary,Industrial,93134.27,1168654.8,3388,7.97
2021,7,NV,Preliminary,Transportation,50.13,674.73,1,7.43
2021,7,NV,Preliminary,Other,,,,
2021,7,NY,Preliminary,Residential,1085262.6,5538056.7,7276551,19.6
2021,7,NY,Preliminary,Commercial,1221905.9,6650761.5,1164601,18.37
2021,7,NY,Preliminary,Industrial,108533.77,1491330.9,7200,7.28
2021,7,NY,Preliminary,Transportation,27827.13,205562.65,8,13.54
2021,7,NY,Preliminary,Other,,,,
2021,7,OH,Preliminary,Residential,698402.39,5315574.3,5012257,13.14
2021,7,OH,Preliminary,Commercial,416820.48,4294958.5,640770,9.7
2021,7,OH,Preliminary,Industrial,292245.25,4400892.9,19565,6.64
2021,7,OH,Preliminary,Transportation,257.07,2703.09,2,9.51
2021,7,OH,Preliminary,Other,,,,
2021,7,OK,Preliminary,Residential,300486.47,2675572.7,1824679,11.23
2021,7,OK,Preliminary,Commercial,182546.43,1954301.7,294446,9.34
2021,7,OK,Preliminary,Industrial,114758.71,1932224.1,19559,5.94
2021,7,OK,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,OK,Preliminary,Other,,,,
2021,7,OR,Preliminary,Residential,194935.16,1697171.4,1808112,11.49
2021,7,OR,Preliminary,Commercial,134478.04,1484883.2,245608,9.06
2021,7,OR,Preliminary,Industrial,92749.55,1428712.0,25539,6.49
2021,7,OR,Preliminary,Transportation,178.7,1844.84,2,9.69
2021,7,OR,Preliminary,Other,,,,
2021,7,PA,Preliminary,Residential,752219.78,5480337.7,5469666,13.73
2021,7,PA,Preliminary,Commercial,307431.38,3505376.1,725842,8.77
2021,7,PA,Preliminary,Industrial,289419.62,4381157.9,14628,6.61
2021,7,PA,Preliminary,Transportation,2774.6,42715.21,5,6.5
2021,7,PA,Preliminary,Other,,,,
2021,7,RI,Preliminary,Residential,66320.2,323470.61,432824,20.5
2021,7,RI,Preliminary,Commercial,51318.06,340181.36,59059,15.09
2021,7,RI,Preliminary,Industrial,9422.96,60699.05,1629,15.52
2021,7,RI,Preliminary,Transportation,312.22,1655.48,1,18.86
2021,7,RI,Preliminary,Other,,,,
2021,7,SC,Preliminary,Residential,432077.56,3350549.8,2429857,12.9
2021,7,SC,Preliminary,Commercial,226880.97,2190448.8,400350,10.36
2021,7,SC,Preliminary,Industrial,167051.98,2603791.6,3739,6.42
2021,7,SC,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,SC,Preliminary,Other,,,,
2021,7,SD,Preliminary,Residential,58442.05,454661.29,413765,12.85
2021,7,SD,Preliminary,Commercial,46203.36,444636.5,75456,10.39
2021,7,SD,Preliminary,Industrial,24524.31,293319.58,4210,8.36
2021,7,SD,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,SD,Preliminary,Other,,,,
2021,7,TN,Preliminary,Residential,483381.71,4294011.0,2973217,11.26
2021,7,TN,Preliminary,Commercial,374136.32,3376981.9,513025,11.08
2021,7,TN,Preliminary,Industrial,112571.7,1925785.0,1019,5.85
2021,7,TN,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,TN,Preliminary,Other,,,,
2021,7,TX,Preliminary,Residential,2058226.4,17585929.0,11969170,11.7
2021,7,TX,Preliminary,Commercial,1145513.4,14076836.0,1571552,8.14
2021,7,TX,Preliminary,Industrial,592157.7,11379034.0,298203,5.2
2021,7,TX,Preliminary,Transportation,936.63,14849.0,3,6.31
2021,7,TX,Preliminary,Other,,,,
2021,7,UT,Preliminary,Residential,151158.67,1374028.4,1152674,11.0
2021,7,UT,Preliminary,Commercial,99314.39,1192662.8,136478,8.33
2021,7,UT,Preliminary,Industrial,62169.17,881962.02,10048,7.05
2021,7,UT,Preliminary,Transportation,471.0,4126.39,1,11.41
2021,7,UT,Preliminary,Other,,,,
2021,7,VA,Preliminary,Residential,603179.78,4746788.6,3561346,12.71
2021,7,VA,Preliminary,Commercial,449776.12,5694244.9,442213,7.9
2021,7,VA,Preliminary,Industrial,109712.14,1680850.8,3723,6.53
2021,7,VA,Preliminary,Transportation,1126.87,13754.52,1,8.19
2021,7,VA,Preliminary,Other,,,,
2021,7,VT,Preliminary,Residential,34685.42,182666.27,318191,18.99
2021,7,VT,Preliminary,Commercial,27451.3,166335.78,60156,16.5
2021,7,VT,Preliminary,Industrial,13738.2,118431.58,243,11.6
2021,7,VT,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,VT,Preliminary,Other,,,,
2021,7,WA,Preliminary,Residential,289446.79,2825848.9,3213261,10.24
2021,7,WA,Preliminary,Commercial,222434.46,2405411.2,400384,9.25
2021,7,WA,Preliminary,Industrial,120134.91,1883688.9,26563,6.38
2021,7,WA,Preliminary,Transportation,985.98,10232.32,5,9.64
2021,7,WA,Preliminary,Other,,,,
2021,7,WI,Preliminary,Residential,337417.56,2317560.9,2765650,14.56
2021,7,WI,Preliminary,Commercial,240530.2,2183637.8,362043,11.02
2021,7,WI,Preliminary,Industrial,169774.57,2049931.5,5666,8.28
2021,7,WI,Preliminary,Transportation,12.27,79.27,2,15.48
2021,7,WI,Preliminary,Other,,,,
2021,7,WV,Preliminary,Residential,118447.82,977850.75,861792,12.11
2021,7,WV,Preliminary,Commercial,60744.72,686469.63,148203,8.85
2021,7,WV,Preliminary,Industrial,75321.72,1212684.8,11329,6.21
2021,7,WV,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,WV,Preliminary,Other,,,,
2021,7,WY,Preliminary,Residential,27675.43,236039.51,278904,11.72
2021,7,WY,Preliminary,Commercial,28972.38,300887.45,58527,9.63
2021,7,WY,Preliminary,Industrial,58539.22,864446.37,11701,6.77
2021,7,WY,Preliminary,Transportation,0.0,0.0,0,0.0
2021,7,WY,Preliminary,Other,,,,
2021,6,AK,Preliminary,Residential,33122.39,140307.34,293500,23.61
2021,6,AK,Preliminary,Commercial,39996.45,197131.34,56398,20.29
2021,6,AK,Preliminary,Industrial,17449.91,101111.74,1150,17.26
2021,6,AK,Preliminary,Transportation,0.0,0.0,0,0.0
2021,6,AK,Preliminary,Other,,,,
2021,6,AL,Preliminary,Residential,376766.54,2787106.1,2304375,13.52
2021,6,AL,Preliminary,Commercial,241827.04,1967655.9,373243,12.29
2021,6,AL,Preliminary,Industrial,183597.46,2754258.0,8016,6.67
2021,6,AL,Preliminary,Transportation,0.0,0.0,0,0.0
2021,6,AL,Preliminary,Other,,,,
2021,6,AR,Preliminary,Residential,170409.03,1505305.5,1439093,11.32
2021,6,AR,Preliminary,Commercial,92312.01,1012412.1,203278,9.12
2021,6,AR,Preliminary,Industrial,98053.85,1575733.4,37430,6.22
2021,6,AR,Preliminary,Transportation,2.0,13.0,1,15.38
2021,6,AR,Preliminary,Other,,,,
2021,6,AZ,Preliminary,Residential,580050.42,4581229.1,2924067,12.66
2021,6,AZ,Preliminary,Commercial,320839.12,2967946.5,334026,10.81
2021,6,AZ,Preliminary,Industrial,84648.57,1213885.2,7406,6.97
2021,6,AZ,Preliminary,Transportation,90.16,912.25,2,9.88
2021,6,AZ,Preliminary,Other,,,,
2021,6,CA,Preliminary,Residential,1757303.9,7604815.4,14059351,23.11
2021,6,CA,Preliminary,Commercial,2035422.9,10056991.0,1784620,20.24
2021,6,CA,Preliminary,Industrial,725584.49,4619257.9,151721,15.71
2021,6,CA,Preliminary,Transportation,4969.96,45832.72,12,10.84
2021,6,CA,Preliminary,Other,,,,
2021,6,CO,Preliminary,Residential,256661.64,1955414.9,2391805,13.13
